"Indicator","PUBLISH STATES","Year","WHO region","Countries, territories and areas","Sex","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"New HIV infections (per 1000 uninfected population)","Published","2009","Africa","Togo","Male","1.06 [0.84–1.46]","1.06000","0.84000","1.46000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2009","Western Pacific","Tonga","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2009","Eastern Mediterranean","Tunisia","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2009","Eastern Mediterranean","Yemen","Male","0.03 [0.03–0.03]","0.03000","0.03000","0.03000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2009","Africa","Zambia","Male","5.16 [4.71–5.9]","5.16000","4.71000","5.90000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Afghanistan","Male","0.05 [0.02–0.2]","0.05000","0.02000","0.20000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Americas","Barbados","Male","0.51 [0.39–0.6]","0.51000","0.39000","0.60000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Belarus","Male","0.27 [0.21–0.34]","0.27000","0.21000","0.34000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Americas","Belize","Male","0.8 [0.7–0.9]","0.80000","0.70000","0.90000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","Central African Republic","Male","2.15 [1.76–2.76]","2.15000","1.76000","2.76000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","Democratic Republic of the Congo","Male","0.48 [0.38–0.6]","0.48000","0.38000","0.60000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Djibouti","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","Gambia","Male","1.2 [0.92–1.59]","1.20000","0.92000","1.59000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Georgia","Male","0.19 [0.18–0.22]","0.19000","0.18000","0.22000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Germany","Male","0.07 [0.05–0.09]","0.07000","0.05000","0.09000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","Ghana","Male","0.81 [0.64–1]","0.81000","0.64000","1.00000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Iran (Islamic Republic of)","Male","0.1 [0.07–0.16]","0.10000","0.07000","0.16000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Iraq","Male","<0.01 [<0.01–<0.01]","0.01000","0.01000","0.01000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Israel","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Libya","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Luxembourg","Male","0.12 [0.09–0.14]","0.12000","0.09000","0.14000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Montenegro","Male","0.05 [0.04–0.07]","0.05000","0.04000","0.07000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Morocco","Male","0.05 [0.05–0.06]","0.05000","0.05000","0.06000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","South-East Asia","Myanmar","Male","0.44 [0.39–0.49]","0.44000","0.39000","0.49000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","Pakistan","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Americas","Panama","Male","0.56 [0.48–0.62]","0.56000","0.48000","0.62000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Americas","Paraguay","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Americas","Saint Vincent and the Grenadines","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Western Pacific","Samoa","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","San Marino","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","Sao Tome and Principe","Male","0.32 [0.23–0.45]","0.32000","0.23000","0.45000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","South-East Asia","Sri Lanka","Male","0.02 [0.02–0.03]","0.02000","0.02000","0.03000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Americas","Suriname","Male","0.87 [0.65–1.16]","0.87000","0.65000","1.16000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Europe","Sweden","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","Uganda","Male","2.9 [2.63–3.33]","2.90000","2.63000","3.33000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Eastern Mediterranean","United Arab Emirates","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2008","Africa","United Republic of Tanzania","Male","2.32 [2.07–2.8]","2.32000","2.07000","2.80000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Europe","Andorra","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Angola","Male","1.19 [1.01–1.46]","1.19000","1.01000","1.46000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Americas","Bolivia (Plurinational State of)","Male","0.29 [0.23–0.36]","0.29000","0.23000","0.36000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Europe","Bosnia and Herzegovina","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Congo","Male","1.61 [1.35–1.91]","1.61000","1.35000","1.91000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Cook Islands","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Americas","Costa Rica","Male","0.3 [0.25–0.34]","0.30000","0.25000","0.34000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Eastern Mediterranean","Egypt","Male","<0.01 [<0.01–0.01]","0.01000","0.01000","0.01000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Equatorial Guinea","Male","3.72 [3–4.8]","3.72000","3.00000","4.80000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Eritrea","Male","0.28 [0.18–0.4]","0.28000","0.18000","0.40000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Americas","Guatemala","Male","0.12 [0.1–0.15]","0.12000","0.10000","0.15000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Guinea-Bissau","Male","2.06 [1.72–2.57]","2.06000","1.72000","2.57000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Americas","Guyana","Male","0.99 [0.79–1.22]","0.99000","0.79000","1.22000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Eastern Mediterranean","Jordan","Male","<0.01 [<0.01–<0.01]","0.01000","0.01000","0.01000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Kenya","Male","2.09 [1.29–3.39]","2.09000","1.29000","3.39000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Kiribati","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Malaysia","Male","0.35 [0.31–0.39]","0.35000","0.31000","0.39000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","South-East Asia","Maldives","Male","<0.01 [<0.01–<0.01]","0.01000","0.01000","0.01000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Marshall Islands","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","South-East Asia","Nepal","Male","0.13 [0.11–0.14]","0.13000","0.11000","0.14000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Europe","Netherlands (Kingdom of the)","Male","0.1 [0.1–0.11]","0.10000","0.10000","0.11000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","New Zealand","Male","0.06 [0.04–0.07]","0.06000","0.04000","0.07000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Americas","Nicaragua","Male","0.18 [0.15–0.24]","0.18000","0.15000","0.24000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Europe","Portugal","Male","0.26 [0.2–0.3]","0.26000","0.20000","0.30000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Eastern Mediterranean","Qatar","Male","<0.01 [<0.01–<0.01]","0.01000","0.01000","0.01000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Republic of Korea","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Africa","Sierra Leone","Male","1.05 [0.88–1.27]","1.05000","0.88000","1.27000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Singapore","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Europe","Tajikistan","Male","0.06 [0.05–0.07]","0.06000","0.05000","0.07000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","South-East Asia","Timor-Leste","Male","0.1 [0.07–0.13]","0.10000","0.07000","0.13000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Europe","Uzbekistan","Male","0.13 [0.12–0.15]","0.13000","0.12000","0.15000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Americas","Venezuela (Bolivarian Republic of)","Male","No data","","","","","",""
"New HIV infections (per 1000 uninfected population)","Published","2007","Western Pacific","Viet Nam","Male","0.26 [0.23–0.29]","0.26000","0.23000","0.29000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Europe","Azerbaijan","Male","0.14 [0.11–0.18]","0.14000","0.11000","0.18000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Americas","Bahamas","Male","0.71 [0.58–0.84]","0.71000","0.58000","0.84000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","South-East Asia","Bangladesh","Male","<0.01 [<0.01–0.01]","0.01000","0.01000","0.01000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Africa","Burundi","Male","0.75 [0.6–0.94]","0.75000","0.60000","0.94000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Africa","Cabo Verde","Male","0.44 [0.38–0.53]","0.44000","0.38000","0.53000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Western Pacific","Cambodia","Male","0.24 [0.21–0.27]","0.24000","0.21000","0.27000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Africa","Cameroon","Male","1.93 [1.74–2.3]","1.93000","1.74000","2.30000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Europe","Cyprus","Male","0.08 [0.07–0.08]","0.08000","0.07000","0.08000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Europe","Czechia","Male","0.03 [0.02–0.03]","0.03000","0.02000","0.03000","","",""
"New HIV infections (per 1000 uninfected population)","Published","2006","Europe","Finland","Male","No data","","","","","",""
